Artist,Track
Rainbow Kitten Surprise,Cocaine Jesus
Rainbow Kitten Surprise,Devil Like Me
Rainbow Kitten Surprise,Fever Pitch
Rainbow Kitten Surprise,It's Called: Freefall
Rainbow Kitten Surprise,Lady Lie
Rainbow Kitten Surprise,Overtime
Rammstein,Sonne
Ramones,Bonzo Goes to Bitburg
Ravyn Lenae,One Wish
Ravyn Lenae,Skin Tight
Red Hot Chili Peppers,By the Way
Red Hot Chili Peppers,Minor Thing
Red Hot Chili Peppers,On Mercury
Red Hot Chili Peppers,The Zephyr Song
Red Hot Chili Peppers,This Is the Place
Red Hot Chili Peppers,Universally Speaking
Rex Orange County,4 Seasons
Rex Orange County,Apricot Princess
Rex Orange County,Loving Is Easy
Rex Orange County,Never enough
Rex Orange County,Pluto Projector
Rex Orange County,Sunflower
Rex Orange County,Television / So Far So Good
Rich Boy,Throw Some D's Remix
Rihanna,Consideration
Rihanna,Disturbia
Rihanna,Love on the Brain
Rihanna,Loveeeeeee Song
RIP SLYME,Super Shooter
Roc Marciano,76
Run the Jewels,Call Ticketron
Run the Jewels,Close Your Eyes (And Count To Fuck)
Run the Jewels,Legend Has It
Run the Jewels,ooh la la [Remix]
"Run The Jewels, Killer Mike","Blockbuster Night, Pt. 1"
Ruth B.,Dandelions
Saba,LOGOUT
Sabrina Carpenter,Bed Chem
Sabrina Carpenter,Espresso
Sabrina Carpenter,Please Please Please
Sabrina Carpenter,Such A Funny Way
Sabrina Carpenter,Taste
Saib,Miss Me
Saint Motel,Cold Cold Man
Saint Motel,My Type
Saint Motel,Sweet Talk
Saliva,Click Click Boom
Sam Blakelock,Waterfalls & Reverb
Sammy Kershaw,Queen of My Double Wide Trailer
Sampa the Great,Final Form
Santigold,L.E.S. Artistes
ScHoolboy Q,Hell of a Night
ScHoolboy Q,THat Part
Scrim,Nightmare on the Northside
She Past Away,Ruh
Shenandoah,Two Dozen Roses
Shifty,OPTIONS
Shoreline Mafia,Bands
Shoreline Mafia,Nun Major
Shrezzers,Delight
Silversun Pickups,Kissing Families
Silversun Pickups,Lazy Eye
Sir Sly,Altar
Sir Sly,Astronaut
Sir Sly,High
Sir Sly,Material Boy
Skrillex,ANDY
Slayyyter,No Comma
Sleep Token,Caramel
Sleeping With Sirens,"If I'm James Dean, You're Audrey Hepburn"
Sleeping With Sirens,If You Can't Hang
Slim Guerilla,Forensics
Slipknot,Wait and Bleed
Smino,Anita
Smooky MarGielaa,Mamacita
Snail Mail,Pristine
Snapped Ankles,Rhythm Is Our Business
Snoop Dogg,"Young, Wild & Free"
Soccer Mommy,circle the drain
Soilwork,Distance
Soilwork,Distortion Sleep
Soul Coughing,Super Bon Bon
Soundgarden,Black Hole Sun
Spacemen 3,I Love You
Speech Patterns,Numb
Spiral Drive,Space Train
Spiritualized,Come Together
STRFKR,Rawnald Gregory Erickson the Second
Statik Selektah,21 & Over
Statik Selektah,Carry On
Statik Selektah,Groupie Love
Steppenwolf,Born To Be Wild - Single Version
Steve Aoki,How Else
Steve Lacy,Basement Jack
Steve Lacy,Dark Red
Steve Lacy,N Side
Steve Lacy,Playground
Steve Winwood,Split Decision
Stick to Your Guns,Enough Is Enough
Stick to Your Guns,Fire With Fire
Stick to Your Guns,This Is More
Still Woozy,Cooks
Still Woozy,Goodie Bag
Stone Temple Pilots,Vasoline - 2019 Remaster
Sub Focus,X-Ray
Sublime,Santeria
Sugar Ray,Into Yesterday
Suicide Silence,Hands of a Killer
Suicide Silence,Smoke
Summrs,Addy Geek
Superorganism,Something for Your M.I.N.D.
Surf Curse,Freaks
Surfer Blood,Demon Dance
Swavay,2 AM
Swedish House Mafia,Moth To A Flame
System of a Down,Aerials
System of a Down,Shimmy
System of a Down,Toxicity
SZA,30 For 30 (with Kendrick Lamar)
SZA,Drew Barrymore
SZA,Kill Bill
SZA,The Weekend - Funk Wav Remix
T-Pain,That's Life
T-Pain,War Pigs
Tainy,mañana
Taiwere,FanTaise$
Taking Back Sunday,Cute Without the 'E' (Cut From the Team)
Taking Back Sunday,MakeDamnSure
Taking Back Sunday,What's It Feel Like to Be a Ghost?
Tame Impala,'Cause I'm a Man
Tame Impala,Afterthought
Tame Impala,Alter Ego
Tame Impala,Apocalypse Dreams
Tame Impala,Be Above It
Tame Impala,Borderline
Tame Impala,Breathe Deeper
Tame Impala,Desire Be Desire Go
Tame Impala,Disciples
Tame Impala,Dracula
Tame Impala,Elephant
Tame Impala,End of Summer
Tame Impala,Endors Toi
Tame Impala,Ethereal Connection
Tame Impala,Eventually
Tame Impala,Expectation
Tame Impala,Feels Like We Only Go Backwards
Tame Impala,Glimmer
Tame Impala,Gossip
Tame Impala,Half Full Glass of Wine
Tame Impala,I Don't Really Mind
Tame Impala,Instant Destiny
Tame Impala,Is It True
Tame Impala,Island Walking
Tame Impala,It Is Not Meant to Be
Tame Impala,It Might Be Time
Tame Impala,Jeremy's Storm
Tame Impala,Keep on Lying
Tame Impala,Led Zeppelin
Tame Impala,Let It Happen
Tame Impala,List of People (to Try and Forget About)
Tame Impala,Loser
Tame Impala,Lost in Yesterday
Tame Impala,Love/Paranoia
Tame Impala,Lucidity
Tame Impala,Mind Mischief
Tame Impala,Music to Walk Home By
Tame Impala,My Old Ways
Tame Impala,Nangs
Tame Impala,"New Person, Same Old Mistakes"
Tame Impala,No Choice
Tame Impala,No Reply
Tame Impala,Not My World
Tame Impala,Nothing That Has Happened So Far Has Been Anything We Could Control
Tame Impala,Oblivion
Tame Impala,Obsolete
Tame Impala,On Track
Tame Impala,One More Hour
Tame Impala,One More Year
Tame Impala,Past Life
Tame Impala,Patience
Tame Impala,Piece Of Heaven
Tame Impala,Posthumous Forgiveness
Tame Impala,Reality in Motion
Tame Impala,"Runway, Houses, City, Clouds"
Tame Impala,See You On Monday (You're Lost)
Tame Impala,She Just Won't Believe Me
Tame Impala,Skeleton Tiger
Tame Impala,Solitude Is Bliss
Tame Impala,Sun's Coming Up
Tame Impala,The Boat I Row
Tame Impala,The Bold Arrow of Time
Tame Impala,The Less I Know the Better
Tame Impala,The Moment
Tame Impala,Tomorrow's Dust
Tame Impala,Why Won't They Talk to Me?
Tame Impala,Why Won't You Make Up Your Mind?
Tame Impala,Yes I'm Changing
Tame Impala,Breathe Deeper (Lil Yachty Remix)
Tanna Leone,Here We Go Again
Taproot,Poem
Tatsuro Yamashita,Fragile
Taylor Swift,Bad Blood
Taylor Swift,evermore
Taylor Swift,Fortnight
Taylor Swift,I Did Something Bad
Taylor Swift,Opalite
Taylor Swift,The Fate of Ophelia
Taylor Swift,Wood
Tears for Fears,Shout
TeddyLoid,Theme for Scanty & Knee Socks
Teezo Touchdown,Mid
Teezo Touchdown,Social Cues
Tegan and Sara,Closer
Tegan and Sara,Walking With a Ghost
Tender,Nadir
Tennis,Need Your Love
TERROR REID,Uppercuts
Tessa Thompson,Grip
Texas in July,Bloodwork
Texas in July,Reflections
Texas in July,Satellites
Thao,Astonished Man
The 1975,Chocolate
The 1975,Love It If We Made It
The 1975,Somebody Else
The 1975,The Sound
The 21st Century Ltd.,Remember The Rain
The All Seeing I,Beat Goes On
Willow,Meet Me At Our Spot
The Avalanches,Frankie Sinatra
The Avalanches,Frontier Psychiatrist
The Avalanches,Take Care In Your Dreaming
The Backseat Lovers,Kilby Girl
The Band CAMINO,See Through
The Band Perry,All Your Life
The Band Perry,If I Die Young
The Beach Boys,Don't Worry Baby - Remastered 2001
The Beach Boys,"Fun, Fun, Fun - Remastered 2001"
The Beths,Best Laid Plans
The Beths,Best Left
The Black Angels,Young Men Dead
The Black Keys,Crawling Kingsnake
The Black Keys,Everlasting Light
The Black Keys,Fever
The Black Keys,Gold on the Ceiling
The Black Keys,Howlin' for You
The Black Keys,Little Black Submarines
The Black Keys,Lonely Boy
The Black Keys,Turn Blue
The Bronx,They Will Kills Us All (Without Mercy)
The Cab,Angel With A Shotgun
The Cab,Stand Up
The Cairos,Obsession
The Chemical Brothers,Setting Sun
The Cranberries,Linger
The Cranberries,Zombie
The Crimson Armada,A Filthy Addiction
The Crimson Armada,The Final Words
The Crystal Method,Born Too Slow
The Cure,Lovesong - 2010 Remaster
The Devil Wears Prada,Assistant to the Regional Manager
The Devil Wears Prada,Big Wiggly Style
The Devil Wears Prada,Danger: Wildman
The Devil Wears Prada,Gauntlet of Solitude
The Devil Wears Prada,Goats on a Boat
The Devil Wears Prada,"Hey John, What's Your Name Again?"
The Devil Wears Prada,Nickels Is Money Too
The Devil Wears Prada,"Reptar, King Of The Ozone"
The Devil Wears Prada,Sassafras
The Distillers,Beat Your Heart Out
The Doors,Break on Through (to the Other Side)
The Drums,Days
The Early November,Decoration - Rock Version
The Fall of Troy,F.C.P.R.E.M.I.X.
The Flaming Lips,Race for the Prize - 2017 Remaster
The Flaming Lips,The Yeah Yeah Yeah Song
The Front Bottoms,everyone blooms
The Front Bottoms,Maps
The Front Bottoms,Twin Size Mattress
The Front Bottoms,Voodoo Magic
The Game,Hate It Or Love It
The Grogans,Washed Out
The Growlers,Night Ride
The Heavy,How You Like Me Now
The Hunna,She's Casual
The I.L.Y's,Wash My Hands Shorty
The Kid LAROI,STAY
The Killers,Smile Like You Mean It
The Killers,The Man
The Knocks,Ride Or Die
The Living End,End of the World
The Lorax Singers,"Let It Grow - From ""Dr. Seuss' The Lorax"""
The Lumineers,Ophelia
The Mamas,California Dreamin'
The Marias,Care For You
The Marias,Talk to Her
The Marías,ABQ
The Marías,All I Really Want Is You
The Marías,Back To Me
The Marías,Calling U Back
The Marías,Cariño
The Marías,Fog as a Bullet
The Marías,Hable con Ella
The Marías,Heavy
The Marías,Hold It Together
The Marías,Hush
The Marías,I Don't Know You
The Marías,Just a Feeling
The Marías,Little by Little
The Marías,Love You Anyway
The Marías,Ruthless
The Marías,Spin Me Around
The Marías,The Mice Inside This Room
The Marías,To Say Hello
The Marías,Un Millón
The Misfits,Hybrid Moments (C.I. Recording 1978)
The Moody Blues,Nights in White Satin
The Neighbourhood,Cherry Flavoured
The Neighbourhood,Sweater Weather
The Notorious B.I.G.,Gimme the Loot
The Notorious B.I.G.,Just Playing (Dreams)
The Notorious B.I.G.,Notorious Thugs
The Osmonds,Crazy Horses
The Pharcyde,Runnin'
The Pillows,Last Dinosaur
The Red Ribbon Army,Dream Chaser
The Scotts,THE SCOTTS
The Smashing Pumpkins,1979
The Smashing Pumpkins,Cherub Rock
The Smashing Pumpkins,Disarm
The Smashing Pumpkins,Today
The Smashing Pumpkins,"Tonight, Tonight"
The Smiths,This Night Has Opened My Eyes
The Story So Far,Small Talk
The Story So Far,Swords and Pens
The Strokes,At the Door
The Strokes,Hard to Explain
The Strokes,Last Nite
The Strokes,Machu Picchu
The Strokes,Ode to the Mets
The Strokes,Reptilia
The Strokes,Selfless
The Strokes,Someday
The Strokes,The Adults Are Talking
The Strokes,Under Cover of Darkness
The Strokes,What Ever Happened?
The Strokes,You Only Live Once
The Surrealist,Origami
The Temper Trap,Sweet Disposition
The Underachievers,Stone Cold
The Underachievers,T.A.D.E.D
The Vaccines,Wetsuit
The Verve,Bitter Sweet Symphony
The Voidz,Human Sadness
The Voidz,Leave It In My Dreams
The Voidz,Permanent High School
The Walters,I Love You So
The Weeknd,Blinding Lights
The Weeknd,Heartless
The Weeknd,Save Your Tears
The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track
The Weeknd,Starboy
The Weeknd,Too Late
The White Stripes,Blue Orchid
The White Stripes,Fell in Love With a Girl
The White Stripes,Seven Nation Army
The Wise Man's Fear,Castle in the Clouds
The Wombats,Greek Tragedy
The xx,Intro
Thee Sacred Souls,Can I Call You Rose?
Thee Sacred Souls,Will I See You Again?
Theophilus London,Only You
Theophilus London,Whiplash
This Romantic Tragedy,Gray's A Shade Of Black
Three 6 Mafia,Half on a Sack
Three 6 Mafia,Late Night Tip
Three 6 Mafia,Poppin' My Collar
Three 6 Mafia,Sippin On Some Syrup
Three 6 Mafia,Stay Fly
Thrice,Deadbolt
Thrice,The Artist In The Ambulance
Thundercat,No More Lies
Tides of Man,A Faint Illusion
Tiffany,I Think We're Alone Now
Tilian,Cocky
Tilian,Dose
Tim McGraw,Something Like That
Title Fight,"Numb, But I Still Feel It"
Title Fight,Safe In Your Skin
Toadies,Possum Kingdom
Toby Keith,"Courtesy of the Red, White and Blue (The Angry American)"
Toby Keith,Should've Been a Cowboy
Token,Boom
TOKiMONSTA,Realla
TOKYOPILL,E t h e r e a l
Tom Petty,Love Is A Long Road
tomcbumpz,collide
Tones and I,Dance Monkey
Tonic,If You Could Only See
Too $hort,Blow the Whistle
Too $hort,I'm a Player (Street Version)
Tove Lo,Habits (Stay High)
Tracy Lawrence,Time Marches On
Trap Beckham,Birthday Bitch
Travi$ Scott,Antidote
Travis Scott,CAN'T SAY
Travis Scott,Escape Plan
Travis Scott,FE!N
Travis Scott,HIGHEST IN THE ROOM
Travis Scott,LOST FOREVER
Travis Scott,MELTDOWN
Travis Scott,MODERN JAM
Travis Scott,SICKO MODE
Trippie Redd,The Grinch
Trippie Redd,Topanga
Troye Sivan,Got Me Started
Turnstile,BLACKOUT
TV Girl,Song About Me
TV on the Radio,DLZ
Twenty One Pilots,Choker
Twenty One Pilots,Doubt
Twenty One Pilots,Fairly Local
Twenty One Pilots,Fake You Out
Twenty One Pilots,Goner
Twenty One Pilots,Good Day
Twenty One Pilots,Guns for Hands
Twenty One Pilots,Heavydirtysoul
Twenty One Pilots,Holding on to You
Twenty One Pilots,House of Gold
Twenty One Pilots,Lane Boy
Twenty One Pilots,Levitate
Twenty One Pilots,Message Man
Twenty One Pilots,Migraine
Twenty One Pilots,Morph
Twenty One Pilots,Mulberry Street
Twenty One Pilots,My Blood
Twenty One Pilots,Never Take It
Twenty One Pilots,Next Semester
Twenty One Pilots,Nico and the Niners
Twenty One Pilots,Not Today
Twenty One Pilots,Ode to Sleep
Twenty One Pilots,Pet Cheetah
Twenty One Pilots,Polarize
Twenty One Pilots,Ride
Twenty One Pilots,Saturday
Twenty One Pilots,Screen
Twenty One Pilots,Semi-Automatic
Twenty One Pilots,Shy Away
Twenty One Pilots,Smithereens
Twenty One Pilots,The Hype
Twenty One Pilots,The Judge
Twenty One Pilots,The Outside
Twenty One Pilots,Trees
Twenty One Pilots,We Don't Believe What's on TV
Twista,Sunshine
Two Feet,Hurt People
TWOPILOTS,If You Had My Love (Kav Verhouzer Remix)
Ty Myers,Thought It Was Love
Tyler Childers,All Your'n
"Tyler, The Creator","Come On, Let's Go"
"Tyler, The Creator",A BOY IS A GUN
"Tyler, The Creator",ARE WE STILL FRIENDS?
"Tyler, The Creator",BEST INTEREST
"Tyler, The Creator",Boredom
"Tyler, The Creator",CORSO
"Tyler, The Creator",Domo23
"Tyler, The Creator",Don't You Worry Baby
"Tyler, The Creator",EARFQUAKE
"Tyler, The Creator",Garbage
"Tyler, The Creator","GONE, GONE / THANK YOU"
"Tyler, The Creator",HOT WIND BLOWS
"Tyler, The Creator",I DON'T LOVE YOU ANYMORE
"Tyler, The Creator",I THINK
"Tyler, The Creator",IGOR'S THEME
"Tyler, The Creator",LEMONHEAD
"Tyler, The Creator",MASSA
"Tyler, The Creator",NEW MAGIC WAND
"Tyler, The Creator",OKRA
"Tyler, The Creator",PUPPET
"Tyler, The Creator",RUNITUP
"Tyler, The Creator",RUNNING OUT OF TIME
"Tyler, The Creator",See You Again
"Tyler, The Creator",SIR BAUDELAIRE
"Tyler, The Creator",SMUCKERS
"Tyler, The Creator",Sorry Not Sorry
"Tyler, The Creator",STUNTMAN
"Tyler, The Creator",WHAT'S GOOD
"Tyler, The Creator",WILSHIRE
"Tyler, The Creator",WUSYANAME
"Tyler, The Creator",Potato Salad
UGK,Int'l Players Anthem (I Choose You)
UGK,One Day
Underneath the Gun,Crescendo
Underoath,A Boy Brushed Red Living in Black and White
Underoath,"Desperate Times, Desperate Measures"
Underoath,"Down, Set, Go"
Underoath,It's Dangerous Business Walking Out Your Front Door
Underoath,Reinventing Your Exit
Underoath,Writing on the Walls
Unknown Mortal Orchestra,Bicycle
Unknown Mortal Orchestra,Can’t Keep Checking My Phone
Unknown Mortal Orchestra,Extreme Wealth and Casual Cruelty
Unknown Mortal Orchestra,FFunny FFriends
Unknown Mortal Orchestra,Hunnybee
Unknown Mortal Orchestra,Like Acid Rain
Unknown Mortal Orchestra,Meshuggah
Unknown Mortal Orchestra,Monki
Unknown Mortal Orchestra,Multi-Love
Unknown Mortal Orchestra,Necessary Evil
Unknown Mortal Orchestra,One At A Time
Unknown Mortal Orchestra,So Good at Being in Trouble
Unknown Mortal Orchestra,Stage or Screen
Unknown Mortal Orchestra,Swim and Sleep (Like A Shark)
Unknown Mortal Orchestra,The World Is Crowded
Unknown Mortal Orchestra,Ur Life One Night
Unknown Mortal Orchestra,Weekend Run
Unwritten Law,Fight
Usher,DJ Got Us Fallin' in Love
Valgur,MÁSCARA DE NIÑA
Van Halen,Ain't Talkin' 'Bout Love - 2015 Remaster
Veil of Maya,All Eyes Look Ahead
Veil of Maya,Follow Me
Veil of Maya,We Bow In Its Aura
Vince Staples,745
Vince Staples,BagBak
Vince Staples,Big Fish
Vince Staples,Blackberry Marmalade
Vince Staples,Blue Suede
Vince Staples,Crabs In A Bucket
Vince Staples,Don't Get Chipped
Vince Staples,Dopeman
Vince Staples,Feels Like Summer
Vince Staples,FUN!
Vince Staples,LAW OF AVERAGES
Vince Staples,Lemme Know
Vince Staples,Lift Me Up
Vince Staples,Loca
Vince Staples,Norf Norf
Vince Staples,Outside!
Vince Staples,Prima Donna
Vince Staples,Ramona Park Legend Pt. 1
Vince Staples,Señorita
Vince Staples,Shame On The Devil
Vince Staples,Summertime
Vince Staples,Tweakin'
Vince Staples,WHEN SPARKS FLY
Vince Staples,Yeah Right
"Vince Staples, Yugen Blakrok",Opps
Violent Femmes,Add It Up
Waka Flocka Flame,No Hands
Wallows,Pleaser
Wallows,Sun Tan
Wallows,Uncomfortable
We Came as Romans,Dreams
We Came as Romans,Intentions
We Came as Romans,To Plant a Seed
We Came as Romans,We Are the Reasons
Weezer,"Can’t Dance, Don’t Ask Me"
Wes Blanco,Big Bank Hank
Westside Connection,Gangsta Nation
Westside Gunn,Bash money
Westside Gunn,French Toast
Westside Gunn,327
What So Not,Goh
When In Rome,Heaven Knows
When In Rome,The Promise
White Town,Your Woman
Whitney,Golden Days
Will Paquin,Chandelier
Will Paquin,We Really Done It This Time
will.i.am,Scream & Shout
Willow,t r a n s p a r e n t s o u l
Willow,Wait a Minute!
Winds of Plague,Reloaded
Wiz Khalifa,The Thrill
"Wu-Tang Clan, Del The Funky Homosapien",Preservation
X,Los Angeles
Xavier Wulf,Akina Speed Star
Xavier Wulf,Psycho Pass
Xavier Wulf,Smoke
Xavier Wulf,Thunder Man
XXXTENTACION,Everybody Dies in Their Nightmares
XXXTENTACION,F**k Love
XXXTENTACION,Floor 555
XXXTENTACION,Look at Me!
XXXTENTACION,One Minute
XXXTENTACION,Revenge
XXXTENTACION,RIP ROACH
XXXTENTACION,Save Me
XXXTENTACION,YuNg BrAtZ
Yameii Online,"Cyber Baby Angel, Pt. 1"
Yasuha,Fly-day Chinatown
Ye,Beauty And The Beast
Yeah Yeah Yeahs,Black Tongue
Yeah Yeah Yeahs,Heads Will Roll
Yeah Yeah Yeahs,Maps
Yeat,If We Being Rëal
Yeat,Monëy So Big
Yebba,Far Away
YEEK,Only in the West
Yellow Days,A Little While
Yellowcard,Breathing
Yes,Roundabout
Yo Gotti,Errrbody
Yo Gotti,Rake It Up
Young Dolph,Major
Young the Giant,Cough Syrup
Young Thug,2 Bitches
Young Thug,Best Friend
Young Thug,Digits
Young Thug,Old English
YUI,again
YUI,LIFE
Yumi Zouma,Barricade (Matter Of Fact)
Yung Dori,Agora
Yves Tumor,Gospel for a New Century
Zac Brown Band,Knee Deep
Zaza,Ice Cream Cold
Zebrahead,Falling Apart
Zedd,Clarity
Zedd,Stay the Night
ZHU,My Life
ZOMBIE-CHANG,WE SHOULD KISS
ZUTOMAYO,お勉強しといてよ
泰葉,fly-day chinatown
長沼英樹,The Concept Of Love
須田景凪,veil
